Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
196,22,19563,10,10,7,34,1,Young
165,80,49369,5,9,8,94,1,Senior
148,69,14345,9,3,7,18,1,Senior
195,57,46183,10,5,5,57,1,Middle-aged
166,57,45232,7,3,1,56,1,Middle-aged
160,20,19028,4,4,3,18,1,Young
183,65,41745,2,8,8,92,1,Senior
177,83,20778,4,6,6,19,0,Senior
146,86,16338,1,4,10,67,1,Senior
197,39,46616,7,0,9,49,1,Middle-aged
160,77,38253,7,2,2,87,1,Senior
190,49,42172,2,2,2,69,1,Middle-aged
193,44,34564,1,6,1,41,1,Middle-aged
190,50,10117,10,7,7,96,1,Middle-aged
186,63,24419,5,9,1,93,1,Senior
159,45,14879,4,8,1,19,1,Middle-aged
168,28,33327,3,8,8,28,1,Young
177,85,36517,9,9,10,51,1,Senior
191,41,31036,9,1,1,63,1,Middle-aged
174,58,41709,2,8,2,32,1,Middle-aged
194,71,34193,9,8,8,90,1,Senior
187,27,18494,6,10,6,92,1,Young
187,49,19765,1,8,7,37,1,Middle-aged
146,43,6963,2,3,1,50,0,Middle-aged
148,27,42300,5,5,6,60,1,Young
163,88,39781,2,2,0,80,1,Senior
154,73,38712,8,1,9,68,1,Senior
197,22,12921,1,1,2,38,1,Young
145,31,5529,3,7,3,48,1,Young
199,49,12881,8,0,3,44,1,Middle-aged
184,90,42999,6,6,8,37,1,Senior
190,80,14885,8,3,3,6,1,Senior
193,49,15546,8,9,8,61,1,Middle-aged
167,30,6052,10,10,4,26,1,Young
144,35,33312,7,2,9,54,1,Young
193,84,6522,9,0,6,22,1,Senior
193,86,49663,4,7,1,1,1,Senior
176,33,32832,6,10,8,69,1,Young
187,57,15570,9,7,2,38,1,Middle-aged
185,27,25185,2,10,3,78,1,Young
164,86,24620,4,2,3,58,1,Senior
145,62,41069,1,9,5,47,1,Senior
166,43,46902,2,2,0,93,0,Middle-aged
192,40,27084,5,4,8,54,0,Middle-aged
197,50,13526,10,10,1,35,1,Middle-aged
192,18,45298,9,6,1,93,1,Young
169,87,46985,5,0,5,45,0,Senior
154,23,42729,3,8,4,38,1,Young
178,56,26314,1,3,6,80,0,Middle-aged
159,78,7014,8,6,8,59,1,Senior
141,21,33520,2,7,6,90,1,Young
195,43,16394,3,3,3,95,0,Middle-aged
176,59,31815,9,3,6,67,1,Middle-aged
168,87,41360,6,8,5,19,1,Senior
153,22,43896,2,1,2,48,0,Young
184,59,47536,0,0,10,48,0,Middle-aged
181,70,36966,5,6,7,65,0,Senior
199,53,29320,0,8,4,75,1,Middle-aged
191,88,42368,10,9,0,85,1,Senior
149,76,24355,3,4,2,48,1,Senior
185,55,38270,0,8,0,36,1,Middle-aged
191,79,9080,4,9,3,73,1,Senior
182,58,43668,9,10,0,79,1,Middle-aged
186,61,49781,7,6,0,54,1,Senior
182,45,40807,6,4,3,23,0,Middle-aged
198,42,49805,0,8,8,68,1,Middle-aged
140,56,31324,7,6,3,9,1,Middle-aged
175,28,49783,10,6,3,30,1,Young
193,82,37291,4,9,6,80,1,Senior
178,45,17900,1,4,3,41,0,Middle-aged
163,49,9829,1,2,3,18,0,Middle-aged
191,87,7343,6,9,3,97,1,Senior
149,57,6573,6,8,9,99,1,Middle-aged
147,18,33970,3,9,1,31,1,Young
185,77,38587,10,0,9,30,1,Senior
164,42,44332,2,5,10,11,0,Middle-aged
190,47,39269,1,7,1,40,0,Middle-aged
166,35,29120,6,4,1,60,1,Young
163,65,11633,6,6,6,73,1,Senior
189,59,36428,4,5,10,31,1,Middle-aged
154,23,23179,0,1,10,6,1,Young
159,51,39165,4,9,8,22,1,Middle-aged
196,36,46092,6,4,0,33,1,Middle-aged
184,52,5268,9,7,2,37,1,Middle-aged
172,24,24419,10,2,4,27,1,Young
195,69,25021,7,2,5,99,0,Senior
186,19,11529,1,3,0,27,0,Young
195,40,42672,9,1,7,96,1,Middle-aged
165,69,8160,6,5,10,73,1,Senior
177,64,33985,9,3,8,89,1,Senior
150,67,16813,2,7,5,57,1,Senior
175,85,26582,6,1,10,89,1,Senior
190,42,21137,2,3,8,8,0,Middle-aged
199,83,36054,3,10,4,10,1,Senior
155,67,28290,7,8,0,46,1,Senior
170,73,12030,4,6,8,94,1,Senior
169,83,19865,8,1,9,40,1,Senior
144,62,42258,9,9,9,2,1,Senior
194,19,16148,3,5,8,88,1,Young
173,37,5567,4,1,5,91,0,Middle-aged
140,46,25019,1,4,0,83,0,Middle-aged
195,44,48404,4,6,1,43,1,Middle-aged
192,87,24152,9,3,0,22,1,Senior
153,22,44290,6,6,2,94,1,Young
186,42,38173,5,3,1,87,1,Middle-aged
180,22,12674,1,9,7,67,1,Young
169,27,28398,8,5,7,17,1,Young
194,46,20142,5,7,10,84,1,Middle-aged
168,82,24475,5,7,1,60,1,Senior
162,86,7519,4,3,9,82,1,Senior
172,62,18699,5,7,9,30,1,Senior
157,54,17942,0,7,7,96,1,Middle-aged
198,76,30018,4,0,7,39,1,Senior
187,52,44577,4,10,10,20,1,Middle-aged
197,58,5880,7,3,10,71,1,Middle-aged
161,61,42233,8,2,7,68,1,Senior
197,23,5024,6,1,7,20,0,Young
148,36,30052,5,5,3,54,0,Middle-aged
152,83,27002,1,5,8,73,1,Senior
163,81,29947,1,6,5,9,0,Senior
177,84,33246,10,5,8,96,1,Senior
140,47,8429,8,9,10,47,1,Middle-aged
164,50,49060,4,5,9,33,1,Middle-aged
190,61,23042,4,7,3,94,1,Senior
174,64,18418,2,2,9,3,0,Senior
156,74,42722,10,10,10,58,1,Senior
169,63,5767,3,5,10,57,0,Senior
192,65,9485,6,8,7,78,1,Senior
184,59,48031,3,7,6,68,1,Middle-aged
189,77,28769,3,1,0,56,1,Senior
145,84,42446,7,1,1,71,0,Senior
150,85,31150,9,4,1,52,1,Senior
168,31,34394,3,8,7,39,1,Young
177,31,47797,8,2,8,32,1,Young
171,82,38416,8,8,4,47,1,Senior
144,20,30533,7,1,4,77,1,Young
156,56,44826,6,10,5,42,1,Middle-aged
192,55,29563,3,10,7,19,1,Middle-aged
171,59,31567,5,6,7,79,1,Middle-aged
151,34,33162,9,2,7,13,1,Young
140,55,42321,2,9,7,37,1,Middle-aged
145,60,36830,6,3,8,57,0,Senior
180,24,22605,1,0,9,84,1,Young
199,70,21805,3,5,7,38,1,Senior
165,87,5418,2,3,9,42,0,Senior
155,45,19317,0,0,1,17,1,Middle-aged
184,52,10937,4,3,2,52,1,Middle-aged
198,87,40797,2,10,4,37,1,Senior
172,48,11183,5,9,4,33,1,Middle-aged
195,47,11735,2,10,2,58,1,Middle-aged
178,40,24605,5,2,1,87,0,Middle-aged
180,37,31461,5,9,1,78,1,Middle-aged
148,46,17792,9,9,7,73,1,Middle-aged
188,79,46238,8,3,5,57,1,Senior
152,18,49066,6,5,6,19,0,Young
152,74,35545,3,3,2,83,0,Senior
174,55,37958,10,10,6,8,1,Middle-aged
198,65,12733,1,9,4,30,1,Senior
166,24,32316,1,9,5,65,1,Young
168,34,5539,8,6,10,85,1,Young
197,62,22356,6,5,4,4,1,Senior
192,42,34555,8,9,3,40,1,Middle-aged
148,56,6286,2,0,6,39,1,Middle-aged
180,39,32514,6,6,5,37,1,Middle-aged
163,30,8135,2,8,6,34,1,Young
176,36,45559,5,9,3,21,1,Middle-aged
198,45,27121,4,6,10,72,1,Middle-aged
161,24,25465,0,0,7,48,0,Young
180,31,10362,2,7,8,4,0,Young
158,89,8736,3,7,1,57,1,Senior
158,44,14521,4,5,8,5,1,Middle-aged
140,78,19859,1,1,1,40,1,Senior
150,32,6613,0,6,5,45,0,Young
170,51,20984,10,5,2,16,1,Middle-aged
144,46,12607,8,9,9,93,1,Middle-aged
159,31,33073,10,4,9,41,1,Young
175,53,34660,3,9,4,11,1,Middle-aged
172,29,9774,0,6,1,2,1,Young
158,51,26904,5,2,3,40,1,Middle-aged
185,24,16810,1,1,5,91,0,Young
188,71,21762,1,4,6,32,1,Senior
200,40,47616,0,8,6,59,0,Middle-aged
194,18,41044,2,5,0,29,0,Young
194,29,15099,7,7,4,44,1,Young
144,27,45166,2,1,1,87,0,Young
160,45,43964,1,0,6,27,1,Middle-aged
148,32,49854,2,10,8,75,0,Young
140,21,38644,7,3,9,78,1,Young
188,48,41431,4,8,4,1,1,Middle-aged
162,18,25627,1,7,5,30,1,Young
162,44,39975,1,2,0,31,1,Middle-aged
163,57,37663,9,5,5,42,1,Middle-aged
186,33,48600,7,8,2,82,1,Young
159,23,43985,3,8,5,100,1,Young
155,24,29285,4,2,8,53,1,Young
148,25,46019,10,6,0,56,1,Young
146,64,46803,2,0,1,98,0,Senior
182,76,6026,2,9,6,23,1,Senior
148,82,12764,9,2,2,15,1,Senior
178,33,25810,1,4,1,1,0,Young
145,21,21298,0,10,1,54,1,Young
176,27,28844,6,6,9,23,1,Young
180,28,17974,5,10,5,95,1,Young
183,65,22051,4,3,9,13,1,Senior
147,74,26444,4,8,1,49,1,Senior
161,87,45837,4,4,4,39,0,Senior
154,59,20199,0,0,9,72,1,Middle-aged
185,76,16556,10,4,8,23,1,Senior
181,25,25354,9,7,2,23,1,Young
167,67,31692,9,6,8,30,1,Senior
185,63,21301,2,10,9,49,1,Senior
184,59,11285,3,2,6,31,1,Middle-aged
143,33,8235,1,10,8,21,1,Young
142,70,23476,7,10,2,45,1,Senior
169,50,41194,1,8,5,21,1,Middle-aged
188,66,47297,10,5,10,49,1,Senior
162,61,20994,8,2,6,77,1,Senior
185,78,6684,6,7,0,73,1,Senior
189,50,47414,10,1,8,23,1,Middle-aged
191,47,6849,7,0,6,46,1,Middle-aged
200,88,25121,9,3,9,86,0,Senior
154,23,30712,0,5,0,81,1,Young
148,42,17744,2,4,9,17,0,Middle-aged
192,89,21527,3,1,2,22,0,Senior
174,54,33150,0,2,10,40,1,Middle-aged
171,28,33853,5,0,5,82,1,Young
153,88,38437,5,3,5,35,0,Senior
168,73,47743,8,2,7,48,1,Senior
184,49,46234,4,6,10,12,1,Middle-aged
197,65,49619,1,0,10,27,1,Senior
151,73,37733,6,5,0,33,1,Senior
187,32,19827,3,7,10,5,1,Young
185,27,38629,7,7,5,42,1,Young
156,25,38123,2,1,2,83,0,Young
167,24,33093,5,6,4,12,1,Young
140,60,16452,8,4,5,32,0,Senior
142,23,33588,0,5,7,25,1,Young
183,53,5305,2,4,5,10,0,Middle-aged
146,66,23942,10,5,9,47,1,Senior
188,42,12688,7,7,8,70,1,Middle-aged
164,82,38496,2,2,5,79,0,Senior
191,74,44012,5,8,3,9,1,Senior
195,29,23830,9,6,0,2,1,Young
150,77,10189,8,5,0,17,1,Senior
169,30,8576,6,9,0,94,1,Young
144,36,16990,3,2,6,20,0,Middle-aged
165,62,31516,2,9,7,12,1,Senior
156,35,43403,0,4,8,22,0,Young
148,43,46970,5,1,8,32,1,Middle-aged
178,61,48469,4,2,7,19,1,Senior
170,38,16028,8,1,3,91,1,Middle-aged
181,60,36191,0,0,10,88,1,Senior
190,55,16513,0,5,10,99,1,Middle-aged
165,69,43472,0,9,2,11,1,Senior
200,49,36264,1,8,2,60,1,Middle-aged
172,79,25643,10,2,8,32,1,Senior
183,64,49679,5,7,6,60,1,Senior
160,60,16394,4,9,4,23,1,Senior
172,53,47398,7,10,8,46,1,Middle-aged
149,42,9139,10,3,6,53,1,Middle-aged
186,23,22891,0,10,4,68,1,Young
194,77,17516,8,9,4,73,1,Senior
163,81,28482,2,6,0,39,1,Senior
166,34,25182,7,10,2,50,1,Young
140,83,13974,4,3,9,53,0,Senior
195,34,43233,9,9,2,34,1,Young
176,68,34274,8,10,7,80,1,Senior
171,66,31833,0,4,1,12,0,Senior
175,90,25923,0,0,4,65,0,Senior
155,47,28686,10,2,4,50,1,Middle-aged
182,87,9177,3,3,7,78,0,Senior
161,59,35000,10,9,2,49,1,Middle-aged
163,61,15703,2,1,8,58,1,Senior
162,85,40639,8,10,10,26,1,Senior
173,35,47614,5,0,6,93,0,Young
167,69,5842,6,2,6,49,1,Senior
195,38,38282,9,10,2,56,1,Middle-aged
171,86,11131,9,0,3,7,1,Senior
174,33,29634,7,4,10,27,1,Young
178,61,19509,9,8,8,4,1,Senior
180,44,41147,0,8,8,14,1,Middle-aged
172,60,15109,6,3,2,31,1,Senior
171,80,45542,10,7,1,100,1,Senior
168,56,26823,0,0,9,40,0,Middle-aged
200,74,18014,3,4,4,41,1,Senior
174,80,33383,2,0,5,15,1,Senior
172,42,13885,8,4,10,63,0,Middle-aged
174,60,26143,9,0,6,28,0,Senior
148,59,10322,9,7,2,57,1,Middle-aged
165,23,25741,4,3,5,47,1,Young
180,42,37505,9,9,10,66,1,Middle-aged
199,33,10384,0,2,3,90,1,Young
157,20,11580,3,10,8,43,1,Young
143,70,30089,8,5,4,86,1,Senior
192,59,5317,4,6,2,17,1,Middle-aged
142,53,17870,6,9,8,39,1,Middle-aged
168,68,28296,10,6,7,98,1,Senior
155,46,49431,8,8,10,32,1,Middle-aged
153,58,38286,0,2,9,93,0,Middle-aged
171,67,44681,10,2,5,75,1,Senior
191,63,13851,10,10,6,75,1,Senior
159,45,15526,1,7,3,70,1,Middle-aged
191,29,45347,10,5,6,7,1,Young
160,60,28742,2,10,6,64,1,Senior
155,57,6752,5,0,10,92,1,Middle-aged
183,19,27638,7,2,3,47,1,Young
149,32,14316,10,3,0,4,1,Young
156,28,15551,2,2,1,87,0,Young
183,81,36960,3,1,8,42,1,Senior
191,42,14710,0,9,4,53,0,Middle-aged
189,76,8136,5,10,10,54,1,Senior
147,68,15902,10,6,4,65,1,Senior
182,85,47770,2,1,7,76,0,Senior
153,67,37945,8,2,8,13,1,Senior
192,82,11428,8,3,3,17,1,Senior
187,29,31500,10,8,5,39,1,Young
141,84,6332,9,2,8,41,1,Senior
149,32,6757,5,9,2,61,1,Young
178,71,19245,8,0,1,18,1,Senior
160,23,9680,5,8,6,8,1,Young
154,34,16416,0,4,9,65,1,Young
145,32,24601,9,3,8,34,1,Young
186,59,32188,6,1,5,6,0,Middle-aged
193,34,19338,7,4,5,47,1,Young
150,69,5986,4,0,8,34,0,Senior
200,79,25498,9,6,4,34,1,Senior
156,25,34457,9,8,0,52,1,Young
146,34,27178,3,7,2,35,1,Young
172,78,13149,3,9,10,33,1,Senior
151,35,37992,0,1,8,14,1,Young
143,41,17328,8,10,7,82,1,Middle-aged
184,69,42158,10,0,9,51,1,Senior
178,37,41402,1,6,9,65,0,Middle-aged
177,69,41298,2,8,0,66,1,Senior
175,81,34449,2,7,6,99,1,Senior
192,22,18779,2,5,4,19,1,Young
174,20,12383,3,8,3,63,1,Young
146,83,17967,5,5,6,48,0,Senior
181,61,32925,2,5,6,74,0,Senior
165,70,18746,0,6,6,47,1,Senior
197,38,37683,0,1,5,68,1,Middle-aged
153,45,6619,9,9,10,33,1,Middle-aged
198,27,14124,8,0,6,29,1,Young
159,72,32406,0,8,2,31,1,Senior
200,54,15900,7,4,10,50,0,Middle-aged
149,79,23991,3,2,5,75,1,Senior
180,36,40457,2,6,9,63,1,Middle-aged
195,21,6480,10,3,5,82,1,Young
154,66,36726,7,4,2,73,1,Senior
153,86,6211,3,0,4,28,0,Senior
152,42,26087,9,4,4,40,1,Middle-aged
177,87,5326,1,6,10,2,0,Senior
180,21,48830,6,1,0,47,1,Young
178,72,44425,3,3,10,87,0,Senior
193,79,23354,7,0,2,16,1,Senior
176,55,35982,7,0,10,3,1,Middle-aged
159,57,13789,8,3,7,16,1,Middle-aged
181,78,13925,4,3,5,97,1,Senior
165,83,24655,10,7,9,46,1,Senior
171,90,45140,10,8,7,84,1,Senior
192,66,42050,2,7,9,46,1,Senior
182,74,25860,1,10,10,38,1,Senior
156,46,25001,9,10,0,99,1,Middle-aged
156,25,26698,1,4,7,33,0,Young
164,56,40465,2,1,3,53,0,Middle-aged
169,87,43032,7,7,3,5,1,Senior
185,88,47246,2,8,6,5,1,Senior
159,83,8646,0,2,9,28,1,Senior
142,69,29210,2,3,4,13,0,Senior
168,37,39427,3,2,8,4,0,Middle-aged
151,54,44366,9,7,5,69,1,Middle-aged
197,75,30811,4,2,0,15,1,Senior
163,44,8603,9,9,5,37,1,Middle-aged
177,47,44601,6,3,4,71,0,Middle-aged
193,82,24186,8,9,2,14,1,Senior
171,31,14578,2,2,1,72,0,Young
164,60,26803,10,2,9,39,1,Senior
175,31,28822,1,10,3,50,0,Young
178,24,24073,0,1,8,46,1,Young
156,27,28989,5,3,7,71,1,Young
168,47,49894,7,2,10,15,1,Middle-aged
197,31,25718,7,4,0,11,1,Young
160,28,16850,10,1,3,25,1,Young
149,83,23595,1,6,8,77,1,Senior
151,43,23483,8,0,9,22,0,Middle-aged
181,72,44525,7,7,10,57,1,Senior
149,55,45459,3,2,9,98,1,Middle-aged
157,57,34246,5,7,5,86,1,Middle-aged
186,78,26058,7,9,10,100,1,Senior
192,50,47548,0,6,1,67,1,Middle-aged
177,57,21689,4,1,4,92,1,Middle-aged
195,80,14332,7,4,2,21,1,Senior
192,70,20970,9,6,7,4,1,Senior
145,51,17022,0,10,4,83,1,Middle-aged
158,38,10907,4,4,5,82,1,Middle-aged
188,23,23718,0,5,9,79,0,Young
163,84,40167,4,8,10,16,1,Senior
164,86,12756,9,8,8,18,1,Senior
173,48,38953,6,0,4,34,1,Middle-aged
181,25,30427,3,4,5,100,1,Young
145,24,39634,3,2,1,8,1,Young
191,63,27560,9,8,0,62,1,Senior
180,80,36571,0,8,7,65,1,Senior
184,44,12577,10,2,10,76,1,Middle-aged
150,22,31169,4,1,8,91,0,Young
158,65,38360,3,9,0,8,1,Senior
164,29,16531,5,2,4,54,0,Young
197,59,44245,9,1,8,55,1,Middle-aged
198,81,16468,0,5,6,16,0,Senior
165,19,30905,7,1,5,92,0,Young
167,90,48170,8,1,9,60,0,Senior
184,82,19509,5,10,3,72,1,Senior
156,79,27096,10,7,1,30,1,Senior
186,45,10556,5,5,2,66,1,Middle-aged
200,26,17071,10,6,4,5,1,Young
174,74,45941,6,2,4,41,1,Senior
186,49,11565,5,2,5,11,1,Middle-aged
190,19,23838,3,9,4,68,1,Young
157,67,39367,1,4,4,57,1,Senior
186,70,38268,5,1,0,39,1,Senior
148,83,33286,3,0,2,42,0,Senior
194,79,16387,4,9,1,11,1,Senior
197,23,19209,9,8,2,54,1,Young
151,87,49624,0,2,4,84,0,Senior
189,74,30152,6,9,6,61,1,Senior
167,72,19513,1,10,3,40,1,Senior
175,41,20192,0,2,10,3,0,Middle-aged
177,57,37658,9,8,5,12,1,Middle-aged
157,78,44731,9,1,8,56,1,Senior
154,87,49391,7,5,3,21,1,Senior
157,64,16611,10,10,5,33,1,Senior
161,19,34579,4,9,4,53,1,Young
154,55,40373,9,3,8,2,1,Middle-aged
189,90,21866,10,2,7,5,1,Senior
183,69,7759,6,2,10,60,1,Senior
153,20,43316,0,0,5,26,0,Young
175,49,27099,2,4,0,68,1,Middle-aged
148,68,45974,9,4,4,21,1,Senior
151,81,40548,4,10,9,72,1,Senior
182,89,35885,4,9,8,34,0,Senior
162,47,17834,4,5,6,64,0,Middle-aged
195,56,42607,5,0,6,70,1,Middle-aged
178,76,42340,3,1,1,23,1,Senior
185,19,24404,1,9,5,83,1,Young
170,83,7160,6,8,1,31,1,Senior
182,53,11833,3,8,6,62,1,Middle-aged
155,18,20823,5,6,1,14,1,Young
155,34,41576,8,0,2,55,1,Young
158,34,15396,5,0,8,25,0,Young
166,21,30890,10,1,8,55,1,Young
190,89,23837,4,1,5,95,1,Senior
198,54,49956,6,0,10,51,1,Middle-aged
193,63,48880,1,3,3,72,0,Senior
161,79,48656,10,4,5,3,1,Senior
152,84,16363,4,2,3,52,0,Senior
178,81,9703,10,9,5,78,1,Senior
179,29,36100,10,4,3,1,1,Young
185,81,34160,3,4,0,5,1,Senior
183,43,31500,4,6,0,73,1,Middle-aged
191,60,44523,10,5,0,79,1,Senior
172,58,20723,5,5,6,35,1,Middle-aged
141,20,32877,9,10,0,92,1,Young
194,61,44086,0,1,5,88,0,Senior
141,89,27755,0,0,2,28,1,Senior
178,81,13561,0,8,7,39,1,Senior
144,85,35360,8,1,6,67,1,Senior
190,19,6485,3,6,3,1,1,Young
169,87,16146,6,3,9,46,0,Senior
155,37,9190,8,7,0,92,1,Middle-aged
191,78,5781,6,9,1,67,1,Senior
189,59,23994,0,5,9,5,0,Middle-aged
183,77,14062,10,10,10,81,1,Senior
149,43,11113,8,2,0,35,1,Middle-aged
195,90,49778,5,4,9,38,0,Senior
197,64,8323,0,6,5,89,1,Senior
152,44,42254,5,6,1,68,1,Middle-aged
186,47,13036,3,3,8,38,1,Middle-aged
152,63,13484,5,9,8,36,1,Senior
161,23,8940,6,7,5,42,1,Young
166,44,9432,4,7,6,30,0,Middle-aged
163,77,12562,8,9,10,35,1,Senior
195,53,34078,6,4,4,6,1,Middle-aged
189,71,42928,10,5,9,8,1,Senior
160,82,29642,5,3,7,31,1,Senior
195,70,26389,0,6,6,32,0,Senior
189,39,5762,4,4,9,21,1,Middle-aged
174,31,42006,9,6,4,43,1,Young
160,58,18095,2,2,1,63,0,Middle-aged
199,51,7455,8,7,0,11,1,Middle-aged
175,64,40864,1,10,0,68,1,Senior
174,46,8880,7,1,1,40,1,Middle-aged
163,66,28141,6,8,6,8,1,Senior
185,35,21312,3,6,4,82,1,Young
187,56,20608,6,8,10,94,1,Middle-aged
162,20,31765,6,1,3,93,1,Young
199,67,34685,4,10,6,19,1,Senior
179,44,31997,6,6,4,73,0,Middle-aged
183,19,5618,5,0,5,68,0,Young
150,68,6096,7,7,0,1,1,Senior
175,55,30106,6,0,8,35,1,Middle-aged
194,54,20742,1,8,9,87,1,Middle-aged
148,87,13662,4,6,7,22,1,Senior
192,34,41196,3,2,5,21,1,Young
152,34,37886,7,9,2,89,1,Young
154,78,49601,5,4,9,35,1,Senior
196,38,34415,4,8,3,6,1,Middle-aged
185,90,45779,8,7,8,34,1,Senior
145,69,35445,3,4,1,77,0,Senior
158,87,7191,4,7,10,11,0,Senior
142,51,47692,4,7,5,8,1,Middle-aged
155,42,14907,7,9,10,26,1,Middle-aged
169,37,20484,5,7,1,65,1,Middle-aged
185,48,48788,9,0,6,30,0,Middle-aged
145,81,25082,8,5,4,37,1,Senior
171,20,20834,3,4,3,21,0,Young
163,43,19308,1,10,10,77,0,Middle-aged
195,57,28094,2,6,8,34,0,Middle-aged
161,73,46839,3,8,10,97,1,Senior
176,58,49933,4,4,1,5,1,Middle-aged
191,56,24697,1,10,6,59,1,Middle-aged
142,32,27100,8,0,1,23,1,Young
171,40,44797,6,2,8,18,1,Middle-aged
142,69,7154,6,3,5,50,1,Senior
197,86,22478,4,10,1,18,1,Senior
178,66,28975,9,6,10,51,1,Senior
158,80,6772,0,4,3,77,1,Senior
156,21,48510,3,3,0,79,0,Young
195,82,47657,2,7,2,38,1,Senior
159,18,27107,10,10,6,7,1,Young
146,39,48163,2,5,1,67,1,Middle-aged
191,37,19917,10,6,3,38,1,Middle-aged
195,41,30998,4,8,10,82,1,Middle-aged
151,71,49158,3,4,9,42,1,Senior
158,57,9879,3,8,8,70,1,Middle-aged
167,34,12778,5,5,0,74,0,Young
189,65,48600,6,6,7,14,1,Senior
182,88,7705,7,3,7,44,1,Senior
198,49,31387,5,3,10,90,1,Middle-aged
178,40,37279,1,4,1,99,1,Middle-aged
140,44,6471,1,5,2,66,0,Middle-aged
165,24,13370,4,4,5,77,1,Young
155,46,5694,6,2,3,51,1,Middle-aged
186,74,46734,1,5,7,73,0,Senior
146,85,15409,4,1,2,52,0,Senior
144,23,7412,6,2,1,71,0,Young
145,78,49475,4,6,1,90,0,Senior
186,76,21329,10,1,5,46,1,Senior
184,37,26042,4,5,7,71,0,Middle-aged
191,72,23218,6,7,9,57,1,Senior
176,58,12846,6,1,10,80,0,Middle-aged
156,63,41641,4,1,0,60,1,Senior
187,24,19632,5,10,5,89,1,Young
174,54,16874,9,9,10,14,1,Middle-aged
156,23,7858,1,8,10,80,1,Young
182,36,42371,3,8,6,95,1,Middle-aged
143,79,12166,1,3,5,6,0,Senior
154,87,9988,4,2,10,94,0,Senior
177,36,48907,1,3,6,38,0,Middle-aged
172,45,34378,10,5,2,67,1,Middle-aged
140,18,6031,7,5,1,95,1,Young
144,81,36836,0,8,9,87,1,Senior
168,68,45256,8,0,8,58,1,Senior
168,24,22091,9,0,5,33,1,Young
188,36,9924,6,0,4,73,0,Middle-aged
142,30,48853,10,1,2,55,0,Young
193,71,13761,7,9,5,95,1,Senior
192,53,7940,9,8,0,1,1,Middle-aged
194,41,25299,10,3,6,34,1,Middle-aged
191,34,42273,9,2,0,46,1,Young
177,46,41226,3,4,2,47,1,Middle-aged
155,88,48677,0,9,2,1,0,Senior
159,56,8454,8,9,9,73,1,Middle-aged
172,66,26326,7,0,9,49,0,Senior
147,25,24073,2,0,5,6,1,Young
183,24,12330,9,7,2,67,1,Young
194,69,39054,9,9,3,89,1,Senior
140,53,9942,5,10,1,39,1,Middle-aged
143,84,43234,10,8,7,58,1,Senior
154,80,36993,8,5,4,86,1,Senior
145,63,28933,0,1,1,79,0,Senior
140,25,19126,0,7,0,19,1,Young
153,46,22024,3,7,9,88,0,Middle-aged
182,86,16326,5,4,7,96,1,Senior
198,90,12886,0,4,2,70,1,Senior
191,41,33608,4,6,5,16,1,Middle-aged
144,61,35858,7,9,6,88,1,Senior
184,42,47891,2,3,3,42,1,Middle-aged
140,69,17716,7,6,5,82,1,Senior
189,54,17338,2,7,3,94,1,Middle-aged
159,43,40255,6,9,8,76,1,Middle-aged
171,57,39566,1,0,7,49,0,Middle-aged
167,82,17109,10,5,5,66,1,Senior
145,83,41018,5,9,5,53,1,Senior
200,69,31724,7,7,5,74,1,Senior
182,68,17032,3,8,2,69,1,Senior
193,44,48674,3,0,3,98,0,Middle-aged
160,35,10553,5,10,4,39,1,Young
155,42,37487,6,2,3,72,1,Middle-aged
181,49,22124,9,3,1,6,1,Middle-aged
145,61,38673,3,7,1,41,0,Senior
143,45,14343,1,5,9,19,0,Middle-aged
195,40,48964,6,1,5,57,0,Middle-aged
176,83,10244,1,10,8,58,1,Senior
184,81,9463,8,1,7,84,1,Senior
153,66,10092,4,2,0,33,0,Senior
195,24,9455,8,7,8,60,1,Young
196,59,13854,7,10,7,83,1,Middle-aged
169,21,14115,2,1,6,7,0,Young
173,19,5842,4,0,1,5,1,Young
184,43,5655,9,0,8,39,1,Middle-aged
189,40,41061,0,7,9,20,0,Middle-aged
177,81,22142,1,2,8,73,0,Senior
188,23,15442,0,1,2,77,1,Young
180,45,23283,4,5,2,88,1,Middle-aged
167,84,24370,8,1,9,44,0,Senior
196,41,38202,8,7,6,94,1,Middle-aged
153,85,31208,1,7,0,58,1,Senior
169,79,22466,7,4,6,1,1,Senior
142,42,24698,2,9,0,23,1,Middle-aged
181,82,32322,9,2,1,46,1,Senior
198,31,46565,3,0,0,18,0,Young
200,49,44157,9,10,4,75,1,Middle-aged
156,79,31876,8,0,10,23,0,Senior
189,44,31082,2,6,2,41,0,Middle-aged
160,34,44486,3,7,0,94,0,Young
151,24,16042,5,2,3,88,1,Young
143,55,24961,2,8,6,5,1,Middle-aged
172,71,12842,8,9,4,7,1,Senior
196,86,47135,9,10,4,35,1,Senior
186,90,15530,6,2,0,62,1,Senior
142,34,19362,4,5,0,85,1,Young
142,62,33121,3,5,1,80,1,Senior
159,29,5690,9,10,5,32,1,Young
170,28,15793,2,2,6,64,1,Young
164,65,28452,3,2,9,54,0,Senior
167,84,14965,10,1,0,64,1,Senior
170,83,45176,8,7,8,13,1,Senior
157,62,35355,6,5,5,97,0,Senior
142,72,16616,9,6,9,25,1,Senior
192,40,22691,8,9,10,50,1,Middle-aged
